file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding
20210807_Tvib300K_Trot300K_29.spec,110000.0,300.0,296.0,300.0,300.0,cython,600.0,fft,0.9421648979187012,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281360.2403653,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0002586841583251953, 'reinitialize': {'copy_database': 0.0004658699035644531, 'memory_usage_warning': 0.0012860298156738281, 'reset_population': 3.24249267578125e-05, 'value': 0.0017993450164794922}, 'scaled_eq_linestrength': 0.008675336837768555, 'calc_lineshift': 0.0010921955108642578, 'calc_hwhm': 0.014960050582885742, 'generate_wavenumber_arrays': 0.0019178390502929688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04216790199279785, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.001421213150024414, 'DLM_Distribute_lines': 0.005568981170654297, 'DLM_convolve': 0.8606784343719482, 'value': 0.9108288288116455}, 'calc_other_spectral_quan': 0.0025205612182617188, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2800.0,2000.0,1700.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_30.spec,112000.0,300.0,296.0,300.0,300.0,cython,620.0,fft,0.9426374435424805,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281361.4283664,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00027680397033691406, 'reinitialize': {'copy_database': 0.0005626678466796875, 'memory_usage_warning': 0.0013272762298583984, 'reset_population': 3.4332275390625e-05, 'value': 0.0019404888153076172}, 'scaled_eq_linestrength': 0.006173133850097656, 'calc_lineshift': 0.0008683204650878906, 'calc_hwhm': 0.011698484420776367, 'generate_wavenumber_arrays': 0.0017132759094238281, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.042099952697753906, 'DLM_Initialized_vectors': 1.3589859008789062e-05, 'DLM_closest_matching_line': 0.0015778541564941406, 'DLM_Distribute_lines': 0.003501415252685547, 'DLM_convolve': 0.8664860725402832, 'value': 0.917485237121582}, 'calc_other_spectral_quan': 0.002390146255493164, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2810.0,2000.0,1690.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_31.spec,114000.0,300.0,296.0,300.0,300.0,cython,640.0,fft,0.9397714138031006,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281362.6123679,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00023603439331054688, 'reinitialize': {'copy_database': 0.0004906654357910156, 'memory_usage_warning': 0.0012431144714355469, 'reset_population': 3.218650817871094e-05, 'value': 0.001781463623046875}, 'scaled_eq_linestrength': 0.006096363067626953, 'calc_lineshift': 0.0011494159698486328, 'calc_hwhm': 0.014469146728515625, 'generate_wavenumber_arrays': 0.0021975040435791016, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04558372497558594, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0018417835235595703, 'DLM_Distribute_lines': 0.00545048713684082, 'DLM_convolve': 0.8575074672698975, 'value': 0.9111313819885254}, 'calc_other_spectral_quan': 0.0026018619537353516, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2820.0,2000.0,1680.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_32.spec,116000.0,300.0,296.0,300.0,300.0,cython,660.0,fft,0.9706606864929199,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281363.832369,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0003142356872558594, 'reinitialize': {'copy_database': 0.00064849853515625, 'memory_usage_warning': 0.0015037059783935547, 'reset_population': 4.2438507080078125e-05, 'value': 0.002215147018432617}, 'scaled_eq_linestrength': 0.005814313888549805, 'calc_lineshift': 0.0007703304290771484, 'calc_hwhm': 0.011965513229370117, 'generate_wavenumber_arrays': 0.0019252300262451172, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.047540903091430664, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.002173900604248047, 'DLM_Distribute_lines': 0.0036132335662841797, 'DLM_convolve': 0.8879396915435791, 'value': 0.9451375007629395}, 'calc_other_spectral_quan': 0.002410888671875, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2830.0,2000.0,1670.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_33.spec,118000.0,300.0,296.0,300.0,300.0,cython,680.0,fft,0.3733224868774414,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281364.4763699,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00026416778564453125, 'reinitialize': {'copy_database': 0.0006134510040283203, 'memory_usage_warning': 0.0013821125030517578, 'reset_population': 3.743171691894531e-05, 'value': 0.0020520687103271484}, 'scaled_eq_linestrength': 0.008322715759277344, 'calc_lineshift': 0.0014348030090332031, 'calc_hwhm': 0.013193130493164062, 'generate_wavenumber_arrays': 0.0019729137420654297, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06988835334777832, 'DLM_Initialized_vectors': 1.4543533325195312e-05, 'DLM_closest_matching_line': 0.003557443618774414, 'DLM_Distribute_lines': 0.007966041564941406, 'DLM_convolve': 0.2603754997253418, 'value': 0.34297823905944824}, 'calc_other_spectral_quan': 0.002979278564453125, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2840.0,2000.0,1660.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_34.spec,120000.0,300.0,296.0,300.0,300.0,cython,700.0,fft,1.1830623149871826,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281365.9683714,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00042510032653808594, 'reinitialize': {'copy_database': 0.0010495185852050781, 'memory_usage_warning': 0.0016515254974365234, 'reset_population': 6.270408630371094e-05, 'value': 0.002791166305541992}, 'scaled_eq_linestrength': 0.006899118423461914, 'calc_lineshift': 0.0016257762908935547, 'calc_hwhm': 0.01722240447998047, 'generate_wavenumber_arrays': 0.001867055892944336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05444765090942383, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.0027849674224853516, 'DLM_Distribute_lines': 0.006060361862182617, 'DLM_convolve': 1.0794668197631836, 'value': 1.1490898132324219}, 'calc_other_spectral_quan': 0.002995729446411133, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2850.0,2000.0,1650.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_35.spec,122000.0,300.0,296.0,300.0,300.0,cython,720.0,fft,1.4277031421661377,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281367.6763732,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00037789344787597656, 'reinitialize': {'copy_database': 0.0005452632904052734, 'memory_usage_warning': 0.0013651847839355469, 'reset_population': 3.647804260253906e-05, 'value': 0.001965761184692383}, 'scaled_eq_linestrength': 0.006744861602783203, 'calc_lineshift': 0.00122833251953125, 'calc_hwhm': 0.015008211135864258, 'generate_wavenumber_arrays': 0.003290891647338867, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06363058090209961, 'DLM_Initialized_vectors': 1.2636184692382812e-05, 'DLM_closest_matching_line': 0.0019676685333251953, 'DLM_Distribute_lines': 0.005804777145385742, 'DLM_convolve': 1.3204092979431152, 'value': 1.3963205814361572}, 'calc_other_spectral_quan': 0.002634763717651367, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2860.0,2000.0,1640.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_36.spec,124000.0,300.0,296.0,300.0,300.0,cython,740.0,fft,0.31385278701782227,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281368.268374,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0006756782531738281, 'reinitialize': {'copy_database': 0.0006206035614013672, 'memory_usage_warning': 0.0016055107116699219, 'reset_population': 5.602836608886719e-05, 'value': 0.0023040771484375}, 'scaled_eq_linestrength': 0.0073587894439697266, 'calc_lineshift': 0.0010495185852050781, 'calc_hwhm': 0.015296459197998047, 'generate_wavenumber_arrays': 0.003989696502685547, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06426668167114258, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.0017952919006347656, 'DLM_Distribute_lines': 0.006207704544067383, 'DLM_convolve': 0.2063448429107666, 'value': 0.2797963619232178}, 'calc_other_spectral_quan': 0.0031790733337402344, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2870.0,2000.0,1630.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_37.spec,126000.0,300.0,296.0,300.0,300.0,cython,760.0,fft,0.5056211948394775,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281369.0523748,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0002989768981933594, 'reinitialize': {'copy_database': 0.0008192062377929688, 'memory_usage_warning': 0.0015957355499267578, 'reset_population': 3.62396240234375e-05, 'value': 0.002474546432495117}, 'scaled_eq_linestrength': 0.006642341613769531, 'calc_lineshift': 0.0007765293121337891, 'calc_hwhm': 0.01607036590576172, 'generate_wavenumber_arrays': 0.0018799304962158203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06940793991088867, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0017669200897216797, 'DLM_Distribute_lines': 0.0076520442962646484, 'DLM_convolve': 0.39481067657470703, 'value': 0.47455334663391113}, 'calc_other_spectral_quan': 0.0028176307678222656, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2880.0,2000.0,1620.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_38.spec,128000.0,300.0,296.0,300.0,300.0,cython,780.0,fft,0.3411252498626709,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281369.6603754,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00025773048400878906, 'reinitialize': {'copy_database': 0.0005345344543457031, 'memory_usage_warning': 0.0012905597686767578, 'reset_population': 3.2901763916015625e-05, 'value': 0.0018744468688964844}, 'scaled_eq_linestrength': 0.006611824035644531, 'calc_lineshift': 0.0009627342224121094, 'calc_hwhm': 0.014070272445678711, 'generate_wavenumber_arrays': 0.003316164016723633, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06126737594604492, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0018391609191894531, 'DLM_Distribute_lines': 0.0069425106048583984, 'DLM_convolve': 0.24026250839233398, 'value': 0.31111955642700195}, 'calc_other_spectral_quan': 0.002792835235595703, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2890.0,2000.0,1610.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_39.spec,130000.0,300.0,296.0,300.0,300.0,cython,800.0,fft,0.464754581451416,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281370.3963761,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00031280517578125, 'reinitialize': {'copy_database': 0.0006165504455566406, 'memory_usage_warning': 0.0016036033630371094, 'reset_population': 3.600120544433594e-05, 'value': 0.0022754669189453125}, 'scaled_eq_linestrength': 0.007018089294433594, 'calc_lineshift': 0.0018134117126464844, 'calc_hwhm': 0.013362884521484375, 'generate_wavenumber_arrays': 0.0027320384979248047, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05803990364074707, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.0020830631256103516, 'DLM_Distribute_lines': 0.005342245101928711, 'DLM_convolve': 0.36838865280151367, 'value': 0.4347076416015625}, 'calc_other_spectral_quan': 0.0024209022521972656, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2900.0,2000.0,1600.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_40.spec,132000.0,300.0,296.0,300.0,300.0,cython,820.0,fft,1.3097262382507324,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281371.980378,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00025963783264160156, 'reinitialize': {'copy_database': 0.0005712509155273438, 'memory_usage_warning': 0.0015001296997070312, 'reset_population': 3.600120544433594e-05, 'value': 0.002125978469848633}, 'scaled_eq_linestrength': 0.007165431976318359, 'calc_lineshift': 0.0007736682891845703, 'calc_hwhm': 0.012691497802734375, 'generate_wavenumber_arrays': 0.002012491226196289, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07316899299621582, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0015997886657714844, 'DLM_Distribute_lines': 0.006239414215087891, 'DLM_convolve': 1.1957371234893799, 'value': 1.2817399501800537}, 'calc_other_spectral_quan': 0.002850055694580078, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2910.0,2000.0,1590.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_41.spec,134000.0,300.0,296.0,300.0,300.0,cython,840.0,fft,1.391383171081543,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281373.6563797,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0003421306610107422, 'reinitialize': {'copy_database': 0.0005617141723632812, 'memory_usage_warning': 0.0014994144439697266, 'reset_population': 4.506111145019531e-05, 'value': 0.0021283626556396484}, 'scaled_eq_linestrength': 0.005616903305053711, 'calc_lineshift': 0.0012989044189453125, 'calc_hwhm': 0.01517176628112793, 'generate_wavenumber_arrays': 0.0028412342071533203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07045245170593262, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.0022096633911132812, 'DLM_Distribute_lines': 0.006972551345825195, 'DLM_convolve': 1.2779133319854736, 'value': 1.361412525177002}, 'calc_other_spectral_quan': 0.0024237632751464844, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2920.0,2000.0,1580.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_42.spec,136000.0,300.0,296.0,300.0,300.0,cython,860.0,fft,1.1407136917114258,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281375.048381,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00029587745666503906, 'reinitialize': {'copy_database': 0.0004982948303222656, 'memory_usage_warning': 0.0012319087982177734, 'reset_population': 3.3855438232421875e-05, 'value': 0.0017790794372558594}, 'scaled_eq_linestrength': 0.006837129592895508, 'calc_lineshift': 0.0009937286376953125, 'calc_hwhm': 0.012744426727294922, 'generate_wavenumber_arrays': 0.0027298927307128906, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.061364173889160156, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.002061128616333008, 'DLM_Distribute_lines': 0.0056760311126708984, 'DLM_convolve': 1.0397582054138184, 'value': 1.1127891540527344}, 'calc_other_spectral_quan': 0.0024046897888183594, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2930.0,2000.0,1570.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_43.spec,138000.0,300.0,296.0,300.0,300.0,cython,880.0,fft,1.3074395656585693,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281376.6243827,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0002906322479248047, 'reinitialize': {'copy_database': 0.0004901885986328125, 'memory_usage_warning': 0.0012581348419189453, 'reset_population': 3.457069396972656e-05, 'value': 0.001798868179321289}, 'scaled_eq_linestrength': 0.005927085876464844, 'calc_lineshift': 0.0009279251098632812, 'calc_hwhm': 0.013779640197753906, 'generate_wavenumber_arrays': 0.002634763717651367, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06792259216308594, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.0026597976684570312, 'DLM_Distribute_lines': 0.007967472076416016, 'DLM_convolve': 1.1963920593261719, 'value': 1.2795252799987793}, 'calc_other_spectral_quan': 0.0024428367614746094, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2940.0,2000.0,1560.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_44.spec,140000.0,300.0,296.0,300.0,300.0,cython,900.0,fft,1.518296718597412,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281378.4323847,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0004870891571044922, 'reinitialize': {'copy_database': 0.0013132095336914062, 'memory_usage_warning': 0.0025446414947509766, 'reset_population': 6.246566772460938e-05, 'value': 0.0039539337158203125}, 'scaled_eq_linestrength': 0.011344432830810547, 'calc_lineshift': 0.0012774467468261719, 'calc_hwhm': 0.02615666389465332, 'generate_wavenumber_arrays': 0.004741191864013672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.08218121528625488, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0015006065368652344, 'DLM_Distribute_lines': 0.005455732345581055, 'DLM_convolve': 1.3743524551391602, 'value': 1.4673843383789062}, 'calc_other_spectral_quan': 0.0027887821197509766, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2950.0,2000.0,1550.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_45.spec,142000.0,300.0,296.0,300.0,300.0,cython,920.0,fft,0.2688319683074951,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281378.9803853,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.000255584716796875, 'reinitialize': {'copy_database': 0.0004990100860595703, 'memory_usage_warning': 0.0012767314910888672, 'reset_population': 3.337860107421875e-05, 'value': 0.001825094223022461}, 'scaled_eq_linestrength': 0.00871419906616211, 'calc_lineshift': 0.0010838508605957031, 'calc_hwhm': 0.013281822204589844, 'generate_wavenumber_arrays': 0.002074718475341797, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07315325736999512, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0015499591827392578, 'DLM_Distribute_lines': 0.006917238235473633, 'DLM_convolve': 0.15645265579223633, 'value': 0.23903131484985352}, 'calc_other_spectral_quan': 0.002457141876220703, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2960.0,2000.0,1540.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_46.spec,144000.0,300.0,296.0,300.0,300.0,cython,940.0,fft,1.3121094703674316,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281380.572387,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.0004413127899169922, 'reinitialize': {'copy_database': 0.000782012939453125, 'memory_usage_warning': 0.002178668975830078, 'reset_population': 5.221366882324219e-05, 'value': 0.0030524730682373047}, 'scaled_eq_linestrength': 0.007911205291748047, 'calc_lineshift': 0.0008456707000732422, 'calc_hwhm': 0.016071081161499023, 'generate_wavenumber_arrays': 0.0029861927032470703, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07347369194030762, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0015826225280761719, 'DLM_Distribute_lines': 0.005495786666870117, 'DLM_convolve': 1.1932177543640137, 'value': 1.2781085968017578}, 'calc_other_spectral_quan': 0.0025501251220703125, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2970.0,2000.0,1530.0,cm-1,0.01,52002.0
20210807_Tvib300K_Trot300K_47.spec,146000.0,300.0,296.0,300.0,300.0,cython,960.0,fft,1.652754783630371,0.0,1.0,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.1375350788016573,0.20180288881201608,0.0,0.0,1e-06,1.0,"1,2,3,4,5,6",1628281382.496389,radis,23458.0,0.0,0.0,0.0,1.0,1.0,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1.0,1000.0,"{'spectrum_calculation': {'check_line_databank': 0.00025963783264160156, 'reinitialize': {'copy_database': 0.0004951953887939453, 'memory_usage_warning': 0.001481771469116211, 'reset_population': 3.6716461181640625e-05, 'value': 0.0020318031311035156}, 'scaled_eq_linestrength': 0.0069506168365478516, 'calc_lineshift': 0.0010838508605957031, 'calc_hwhm': 0.013760566711425781, 'generate_wavenumber_arrays': 0.002076387405395508, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.07525229454040527, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0016641616821289062, 'DLM_Distribute_lines': 0.0066568851470947266, 'DLM_convolve': 1.5351753234863281, 'value': 1.623915672302246}, 'calc_other_spectral_quan': 0.0025594234466552734, 'generate_spectrum_obj': {}}}",0.0,0.9.29,boltzmann,1.0,X,1.0,23458.0,boltzmann,4.0,5.0,0.01,0.01,2500.0,2980.0,2000.0,1520.0,cm-1,0.01,52002.0
